TimeStamp(ms),Temperature(*C),Pressure(Pa),Altitude(m),AccelX(m/s^2),AccelY(m/s^2),AccelZ(m/s^2),MagX(uT),MagY(uT),MagZ(uT),GyroX(rad/s),GyroY(rad/s),GyroZ(rad/s),OriPitch,OriRoll,OriHeading,Latitude,Longitude,Altitude(m),Speed(m/s),Voltage(V)
1246245,27.44,101207.2031,-4373.5391,-0.7453,-9.5321,2.3928,-16.5455,-54.3636,-11.7347,-0.5537,4.3721,3.0704,-75.9083,4.3368,117.3381,-37.5492,175.2622,26.8,0.02,4.0992
1247246,27.44,101206.8672,-4373.5078,-0.8238,-9.2967,2.3928,-16.5455,-54.4545,-11.6327,-1.3726,3.2903,3.0725,-75.5663,4.9046,116.2034,-37.5492,175.2622,26.8,0.02,4.1057
1248247,27.44,101209.0313,-4373.7065,-0.8238,-9.4928,2.3928,-16.4545,-54.4545,-11.6327,-2.2048,2.2129,3.0902,-75.8524,4.8098,116.4021,-37.5492,175.2622,26.8,0.06,4.1057
1249248,27.44,101204.4922,-4373.29,-0.7453,-8.9437,2.1575,-16.4545,-53.9091,-11.6327,-2.8747,-2.5033,2.8404,-76.4378,4.6314,117.3529,-37.5492,175.2622,26.8,0.02,4.0992
1250249,27.44,101202.2031,-4373.0806,-0.7845,-9.3752,2.2751,-16.4545,-54.7273,-11.9388,-3.516,-3.3196,3.5032,-76.3593,4.6492,116.6839,-37.5492,175.2622,26.8,0.02,4.1121
1251250,27.45,101206.8828,-4373.5098,-0.863,-9.3359,2.3144,-16.4545,-54.6364,-12.1429,-4.2101,-3.6466,2.0835,-76.0771,5.1269,115.5349,-37.5492,175.2622,26.8,0.03,4.1057
1252251,27.45,101207.5625,-4373.5718,-0.7845,-9.689,2.4713,-16.2727,-54.9091,-12.551,-4.6262,-4.2415,3.9859,-75.6912,4.4862,115.5546,-37.5492,175.2622,26.8,0.02,4.1121
1253252,27.44,101207.3672,-4373.5537,-0.8238,-9.5713,2.3928,-16.5455,-54.3636,-11.9388,4.6195,-0.8894,4.0842,-75.9638,4.7729,116.4853,-37.5492,175.2622,26.8,0.03,4.0992
1254253,27.44,101204.6563,-4373.3057,-0.7845,-9.4536,2.3928,-16.5455,-54.9091,-12.6531,3.943,4.1569,-0.3592,-75.7961,4.5996,115.8533,-37.5492,175.2622,26.8,0.02,4.1057
1255254,27.45,101203.2188,-4373.1738,-0.7845,-9.5321,2.5105,-16.2727,-54.5455,-11.9388,3.2704,3.5578,3.666,-75.2448,4.5506,115.7652,-37.5492,175.2622,26.8,0.02,4.1057
1256255,27.45,101206.2188,-4373.4487,-0.8238,-9.6105,2.4713,-16.3636,-54.7273,-12.6531,2.6454,2.6159,3.7654,-75.5792,4.7455,115.2061,-37.5492,175.2622,26.8,0.02,4.1057
1257256,27.45,101206.5625,-4373.4805,-0.6669,-9.5713,2.5497,-16.4545,-54.3636,-12.0408,1.9148,2.0259,0.526,-75.0832,3.8516,117.0678,-37.5492,175.2622,26.8,0.01,4.0992
1258257,27.45,101205.0625,-4373.3428,-0.7845,-9.4928,2.432,-16.2727,-54.7273,-12.3469,1.3221,1.7859,4.8981,-75.63,4.5773,115.5935,-37.5492,175.2622,26.8,0,4.0928
1259258,27.45,101202.7188,-4373.1279,-0.8238,-9.5321,2.2751,-16.3636,-54.8182,-11.6327,0.5179,0.6484,4.9387,-76.5756,4.8049,116.6514,-37.5492,175.2622,26.8,0.02,4.1057
1260259,27.44,101208.0313,-4373.6143,-0.7453,-9.4536,2.3144,-16.1818,-54.8182,-12.6531,-0.2538,4.2264,-4.9976,-76.2438,4.379,115.9027,-37.5492,175.2622,26.8,0.01,4.1057
1261260,27.45,101208.375,-4373.646,-0.7845,-9.4144,2.2751,-16.1818,-53.8182,-11.8367,-0.7395,-0.8757,-4.6171,-76.414,4.6309,116.6715,-37.5492,175.2622,26.8,0.05,4.1057
1262261,27.45,101207.3906,-4373.5557,-0.7845,-9.5713,2.3536,-16.3636,-54.5455,-11.9388,-1.3489,-1.8095,-4.5749,-76.185,4.5509,116.6142,-37.5492,175.2622,26.8,0.01,4.1057
1263262,27.46,101208.6016,-4373.667,-0.7453,-9.4928,2.4713,-16.6364,-54.5455,-11.9388,-2.3372,-2.9347,-4.6759,-75.408,4.345,116.8714,-37.5492,175.2622,26.8,0.02,4.1057
1264263,27.45,101208.375,-4373.646,-0.7453,-9.4536,2.2751,-16.1818,-54.8182,-12.3469,-2.8143,-3.7078,-4.5726,-76.4683,4.3831,116.3185,-37.5492,175.2622,26.8,0.02,4.1057
1265264,27.45,101208.7188,-4373.6768,-0.7453,-9.4536,2.4713,-16.3636,-54.8182,-12.449,-3.3952,-4.4483,-4.439,-75.3501,4.3618,115.7954,-37.5492,175.2622,26.8,0.01,4.0992
1266265,27.45,101208.5625,-4373.6636,-0.7453,-9.5321,2.3536,-16.1818,-54.7273,-11.4286,-4.1879,4.3822,-4.3932,-76.1303,4.341,116.9687,-37.5492,175.2622,26.8,0,4.1057
1267266,27.45,101208.5469,-4373.6616,-0.8238,-9.5321,2.3536,-16.4545,-54.6364,-12.6531,-4.9952,-1.6218,-4.382,-76.1303,4.7959,115.7011,-37.5492,175.2622,26.8,0,4.0992
1268267,27.46,101204.9375,-4373.3315,-0.8238,-9.5321,2.2359,-16.4545,-54.9091,-12.551,4.2173,2.1515,-4.4094,-76.7989,4.8093,116.148,-37.5492,175.2622,26.8,0.02,4.1057
1269268,27.46,101206.6016,-4373.4834,-0.7845,-9.4144,2.3536,-16.0909,-54.5455,-12.0408,3.6065,1.3416,-4.4757,-75.9638,4.622,115.7394,-37.5492,175.2622,26.8,0.01,4.0992
1270269,27.45,101209.7188,-4373.7686,-0.863,-9.5321,2.3144,-16.3636,-54.7273,-12.3469,3.3236,0.7674,-4.3811,-76.3528,5.0279,115.5247,-37.5492,175.2622,26.8,0.01,4.1057
1271270,27.45,101208.2109,-4373.6313,-0.8238,-9.5321,2.3536,-16.5455,-54.6364,-12.6531,2.7498,0.2923,-3.9123,-76.1303,4.7959,115.8669,-37.5492,175.2622,26.8,0.01,4.0928
1272271,27.45,101207.7188,-4373.5859,-0.863,-9.4928,2.3928,-16.4545,-54.8182,-12.2449,2.0165,-0.4285,-3.3726,-75.8524,5.0377,115.3741,-37.5492,175.2622,26.8,0.01,4.1121
1273272,27.45,101208.0625,-4373.6177,-0.7845,-9.5321,2.1967,-16.7273,-54.8182,-12.8571,1.3164,4.0216,-3.3107,-77.0226,4.5854,116.9595,-37.5492,175.2622,26.8,0.02,4.0992
1274273,27.45,101207.7188,-4373.5859,-0.8238,-9.4928,2.2751,-16.4545,-54.4545,-12.2449,0.8584,-2.1783,-2.9144,-76.5222,4.8236,116.3479,-37.5492,175.2622,26.8,0.01,4.0928
1275274,27.46,101208.1016,-4373.6211,-0.863,-9.4536,2.2751,-16.1818,-54.5455,-11.6327,0.1206,-3.3477,-2.7184,-76.4683,5.0718,115.8651,-37.5492,175.2622,26.8,0,4.1057
1276275,27.46,101207.6016,-4373.5752,-0.8238,-9.5321,2.5105,-16.4545,-54.6364,-12.449,-0.4074,-4.0548,-2.8283,-75.2448,4.7771,115.2876,-37.5492,175.2622,26.8,0.03,4.0992
1277276,27.46,101208.1094,-4373.6216,-0.7845,-9.5713,2.3144,-16.4545,-54.6364,-12.1429,-0.8479,-4.8503,-2.9766,-76.4066,4.5552,116.7315,-37.5492,175.2622,26.8,0.01,4.0992
1278277,27.46,101207.9375,-4373.6055,-0.8238,-9.4536,2.3928,-16.1818,-54.7273,-12.1429,-1.5354,4.2492,4.9489,-75.7961,4.8285,115.295,-37.5492,175.2622,26.8,0.05,4.0992
1279278,27.45,101201.5625,-4373.022,-0.863,-9.5321,2.3536,-16.3636,-54.4545,-12.8571,-2.2584,3.1414,-1.2886,-76.1303,5.0231,115.063,-37.5492,175.2622,26.8,0.02,4.1057
1280279,27.46,101208.4375,-4373.6514,-0.8238,-9.689,2.1575,-16.4545,-54.5455,-12.7551,-3.0389,2.0566,-1.2822,-77.4466,4.744,116.6996,-37.5492,175.2622,26.8,0.02,4.1057
1281280,27.45,101207.3906,-4373.5557,-0.7061,-9.4928,2.3928,-16.3636,-54.2727,-11.5306,-3.7897,0.8879,-1.1984,-75.8524,4.1253,117.5226,-37.5492,175.2622,26.8,0.01,4.1057
1282281,27.46,101206.9531,-4373.5161,-0.7845,-9.5713,2.3144,-16.1818,-54.6364,-11.8367,-4.6436,-4.2907,-1.1829,-76.4066,4.5552,116.4913,-37.5492,175.2622,26.8,0.01,4.0992
1283282,27.45,101204.5625,-4373.2969,-0.7845,-9.4536,2.3536,-16.5455,-54.6364,-11.9388,4.7243,-1.2558,-1.1351,-76.0197,4.6041,116.7046,-37.5492,175.2622,26.8,0.01,4.1057
1284283,27.46,101206.2813,-4373.4541,-0.9022,-9.3752,2.1967,-16.4545,-54.1818,-11.3265,3.9185,-2.3728,-1.0446,-76.8129,5.3528,116.5815,-37.5492,175.2622,26.8,0.02,4.0992
1285284,27.45,101204.8906,-4373.3267,-0.7061,-9.5321,2.1575,-16.3636,-54.8182,-11.8367,3.1205,-3.5314,-1.0105,-77.2467,4.1322,118.1582,-37.5492,175.2622,26.8,0.02,4.0992
1286285,27.46,101208.4531,-4373.6533,-0.7845,-9.5713,1.9613,-16.2727,-54,-11.6327,2.2822,-4.7249,-0.9852,-78.4194,4.5909,118.6985,-37.5492,175.2622,26.8,0.01,4.1057
1287286,27.46,101209.2813,-4373.7295,-0.7061,-9.5321,2.3928,-16.0909,-54.6364,-11.9388,1.6128,4.3184,-0.8992,-75.9083,4.1094,116.6007,-37.5492,175.2622,26.8,0.02,4.1121
1288287,27.46,101208.6094,-4373.6675,-0.7453,-9.5713,2.2751,-16.3636,-54.7273,-11.8367,0.945,3.7364,-0.3088,-76.6287,4.3323,117.3475,-37.5492,175.2622,26.8,0.04,4.0992
1289288,27.46,101208.1094,-4373.6216,-0.8238,-9.4144,2.1967,-16.5455,-54.1818,-11.6327,0.0942,2.5285,-0.2799,-76.866,4.8705,117.3549,-37.5492,175.2622,26.8,0.02,4.0928
1290289,27.46,101205.4531,-4373.3784,-0.6669,-9.4536,2.3144,-16.4545,-54.4545,-12.2449,-0.7453,1.3564,-0.2585,-76.2438,3.9196,117.6222,-37.5492,175.2622,26.8,0.02,4.0992
1291290,27.46,101207.9531,-4373.6074,-0.8238,-9.4928,2.589,-16.3636,-54.3636,-11.7347,-1.5734,0.1826,-0.221,-74.7449,4.7856,115.438,-37.5492,175.2622,26.8,0.01,4.0992
1292291,27.46,101207.2813,-4373.5454,-0.7453,-9.5321,2.3144,-16.1818,-54.4545,-11.9388,-2.2649,-0.827,-0.4531,-76.3528,4.3451,116.7795,-37.5492,175.2622,26.8,0.03,4.0992
1293292,27.47,101206.4688,-4373.4717,-0.863,-9.3752,2.432,-16.1818,-54.4545,-12.8571,-2.9867,-1.5632,-3.1559,-75.4572,5.0917,114.1785,-37.5492,175.2622,26.8,0.02,4.0992
1294293,27.47,101207.3047,-4373.5483,-0.7845,-9.4536,2.3928,-16.3636,-54.5455,-12.8571,-3.7435,-2.6147,0.2468,-75.7961,4.5996,115.4903,-37.5492,175.2622,26.8,0.02,4.0992
1295294,27.46,101205.9531,-4373.4243,-0.7061,-9.5321,2.432,-16.2727,-54.5455,-12.3469,-4.4692,3.2443,0.3253,-75.6867,4.1053,116.4595,-37.5492,175.2622,26.8,0.01,4.1121
1296295,27.46,101206.1172,-4373.439,-0.7453,-9.6105,2.2751,-16.2727,-54.7273,-12.6531,-4.91,-3.9095,-2.9315,-76.6813,4.3157,116.5252,-37.5492,175.2622,26.8,0.01,4.1057
1297296,27.46,101204.9531,-4373.3325,-0.863,-9.5321,2.3928,-16.7273,-54.2727,-12.7551,4.3559,1.9957,0.6322,-75.9083,5.0183,115.7306,-37.5492,175.2622,26.8,0.02,4.1057
1298297,27.47,101203.1406,-4373.167,-0.7845,-9.5713,2.432,-16.3636,-54.5455,-12.0408,3.58,3.9538,0.7701,-75.743,4.5422,116.2152,-37.5492,175.2622,26.8,0.02,4.1057
1299298,27.47,101201.9766,-4373.0605,-0.863,-9.5321,2.3928,-16.5455,-54.2727,-12.449,2.7026,3.3245,-4.3219,-75.9083,5.0183,115.6487,-37.5492,175.2622,26.8,0.01,4.1121
1300299,27.47,101203.625,-4373.1655,-0.9414,-9.2967,2.2751,-16.2727,-54.5455,-12.8571,1.9056,2.1988,-0.7059,-76.2485,5.6177,113.9514,-37.5492,175.2622,26.8,0.03,4.0992
1301300,27.48,101200.9766,-4372.9687,-0.9022,-9.5321,2.3536,-16.1818,-54.7273,-12.551,1.5985,1.051,-0.9397,-76.1303,5.2502,114.492,-37.5492,175.2622,26.8,0,4.1121
1302301,27.47,101204.3047,-4373.2734,-0.863,-9.5321,2.3928,-16.4545,-54.8182,-12.8571,1.0108,0.4065,-1.0653,-75.9083,5.0183,114.9558,-37.5492,175.2622,26.8,0.02,4.1057
1303302,27.47,101207.1406,-4373.5327,-0.7845,-9.4928,2.3144,-16.3636,-54.6364,-12.551,0.0544,-0.6694,-4.5728,-76.2985,4.5906,116.0762,-37.5492,175.2622,26.8,0.01,4.0992
1304303,27.46,101203.9531,-4373.2412,-0.7453,-9.5321,2.2751,-16.3636,-54.5455,-12.8571,-0.8954,-1.4296,-0.7689,-76.5756,4.3491,116.4463,-37.5492,175.2622,26.8,0.04,4.0992
1305304,27.48,101206.1875,-4373.4458,-0.8238,-9.5321,2.2359,-16.5455,-54.9091,-12.7551,-1.6422,-2.4638,-0.7686,-76.7989,4.8093,116.1424,-37.5492,175.2622,26.8,0.02,4.0992
1306305,27.47,101208.9688,-4373.6997,-0.7061,-9.5713,2.3144,-16.4545,-54.4545,-11.5306,-2.3767,-3.594,-0.6895,-76.4066,4.1013,118.1049,-37.5492,175.2622,26.8,0,4.0992
1307306,27.47,101209.9688,-4373.7915,-0.7061,-9.5321,2.432,-16.4545,-54.7273,-12.1429,-2.8136,-4.1546,-0.6881,-75.6867,4.1053,116.8957,-37.5492,175.2622,26.8,0.01,4.0992
1308307,27.47,101207.125,-4373.5312,-0.8238,-9.4928,2.432,-16.5455,-54.6364,-12.3469,-3.3953,4.9359,-4.0288,-75.63,4.8051,115.7516,-37.5492,175.2622,26.8,0.02,4.0992
1309308,27.47,101208.6406,-4373.6704,-0.8238,-9.4928,2.3928,-16.4545,-54.8182,-12.2449,-4.1462,3.758,-0.3538,-75.8524,4.8098,115.7512,-37.5492,175.2622,26.8,0.02,4.1057
1310309,27.48,101205.8516,-4373.415,-0.7061,-9.5321,2.3928,-16.6364,-54.7273,-12.0408,-4.912,0.4494,-0.3144,-75.9083,4.1094,117.4713,-37.5492,175.2622,26.8,0.02,4.1121
1311310,27.47,101206.4688,-4373.4717,-0.7845,-9.4928,2.2751,-16.4545,-54.6364,-12.8571,4.4598,1.8196,-4.0762,-76.5222,4.5949,116.1399,-37.5492,175.2622,26.8,0.03,4.1057
1312311,27.48,101211.1953,-4373.9043,-0.9022,-9.5321,2.5105,-16.5455,-53.5455,-11.7347,3.746,1.2903,-0.6009,-75.2448,5.2297,115.709,-37.5492,175.2622,26.8,0.02,4.1057
1313312,27.47,101208.4688,-4373.6548,-0.7845,-9.4144,2.3928,-16.5455,-54.6364,-12.449,2.9926,-1.8468,-0.3758,-75.7393,4.6175,116.0485,-37.5492,175.2622,26.8,0.01,4.0992
1314313,27.47,101204.1406,-4373.2578,-0.8238,-9.5713,2.3536,-16.2727,-54.6364,-12.449,2.3176,-0.3151,-4.0166,-76.185,4.7774,115.604,-37.5492,175.2622,26.8,0.01,4.1057
1315314,27.48,101208.1953,-4373.6299,-0.8238,-9.4928,2.2359,-16.2727,-54.6364,-12.551,1.9564,-1.166,-0.6267,-76.7463,4.8281,115.8375,-37.5492,175.2622,26.8,0.02,4.0992
1316315,27.48,101209.1953,-4373.7217,-0.7845,-9.5321,2.3928,-16.3636,-54.1818,-11.4286,1.1299,-2.2895,-0.4525,-75.9083,4.5641,116.9661,-37.5492,175.2622,26.8,0.01,4.1057
1317316,27.48,101206.6953,-4373.4922,-0.9022,-9.4536,2.432,-16.2727,-54.3636,-12.449,0.2978,-3.4798,-0.44,-75.5729,5.2806,114.4565,-37.5492,175.2622,26.8,0.03,4.1121
1318317,27.48,101205.6875,-4373.3999,-0.863,-9.5321,2.432,-16.6364,-54.8182,-12.551,-0.498,-4.6443,-0.3638,-75.6867,5.0134,115.3859,-37.5492,175.2622,26.8,0.01,4.0992
1319318,27.48,101205.1953,-4373.355,-0.7845,-9.4928,2.3928,-16.4545,-54.8182,-12.7551,-0.8489,4.598,-0.3209,-75.8524,4.5818,115.7073,-37.5492,175.2622,26.8,0,4.1057
1320319,27.48,101207.3594,-4373.5532,-0.8238,-9.4928,2.3536,-16.3636,-54,-11.6327,-1.7515,3.5792,0.1294,-76.0752,4.8145,116.5631,-37.5492,175.2622,26.8,0,4.1121
1321320,27.48,101208.0156,-4373.6128,-0.7061,-9.5713,2.3536,-16.2727,-54.7273,-12.7551,-2.4624,2.5756,0.1794,-76.185,4.0975,116.4285,-37.5492,175.2622,26.8,0.04,4.0992
1322321,27.48,101208.3594,-4373.6445,-0.7061,-9.4928,2.4713,-16.4545,-54.2727,-11.8367,-3.007,1.8744,-3.6036,-75.408,4.1171,117.094,-37.5492,175.2622,26.8,0.01,4.1121
1323322,27.48,101209.0156,-4373.6284,-0.9022,-9.5321,2.3536,-16.2727,-54.7273,-12.3469,-3.6754,-0.5049,0.0476,-76.1303,5.2502,114.8243,-37.5492,175.2622,26.8,0.02,4.1121
1324323,27.48,101210.1953,-4373.8125,-0.7061,-9.4144,2.5105,-16.4545,-54.6364,-11.4286,-4.2603,-0.0133,-3.111,-75.0686,4.1448,117.0166,-37.5492,175.2622,26.8,0.02,4.1186
1325324,27.49,101209.8828,-4373.7842,-0.8238,-9.4144,2.4713,-16.3636,-53.8182,-11.6327,4.9987,-0.8775,-0.1736,-75.2917,4.8376,116.0229,-37.5492,175.2622,26.8,0.01,4.1121
1326325,27.49,101210.5469,-4373.8447,-0.8238,-9.5321,2.4713,-16,-54.5455,-11.9388,4.2354,-3.2154,-0.1674,-75.4655,4.7819,115.0379,-37.5492,175.2622,26.8,0.02,4.0928
1327326,27.49,101206.2031,-4373.4473,-0.7845,-9.4536,2.432,-16.3636,-54,-11.5306,3.7115,-2.7943,0.4018,-75.5729,4.595,116.6414,-37.5492,175.2622,26.8,0.03,4.1121
1328327,27.49,101207.5547,-4373.5713,-0.7453,-9.5321,2.3144,-16.4545,-54.6364,-11.4286,2.9088,-3.9902,0.4537,-76.3528,4.3451,117.6818,-37.5492,175.2622,26.8,0.01,4.0928
1329328,27.5,101207.5938,-4373.5747,-0.7453,-9.5713,2.3144,-16.2727,-54,-11.8367,2.2962,4.9657,0.5137,-76.4066,4.3283,117.2739,-37.5492,175.2622,26.8,0.03,4.0928
1330329,27.49,101208.5547,-4373.6631,-0.7453,-9.4928,2.3928,-16.5455,-54.6364,-12.1429,1.7703,4.3243,0.6064,-75.8524,4.3536,116.8142,-37.5492,175.2622,26.8,0.01,4.1121
1331330,27.5,101210.5938,-4373.8496,-0.7845,-9.4536,2.432,-16.4545,-54.3636,-11.5306,1.3337,3.3544,0.4817,-75.5729,4.595,116.6728,-37.5492,175.2622,26.8,0.02,4.1121
1332331,27.49,101207.3906,-4373.5557,-0.7453,-9.2967,2.5497,-16.3636,-54.1818,-11.2245,0.5313,2.2368,0.5227,-74.6631,4.421,116.4524,-37.5492,175.2622,26.8,0.03,4.1121
1333332,27.49,101209.8828,-4373.7842,-0.7453,-9.4144,2.3536,-16.3636,-54,-11.5306,-0.2162,1.1649,0.5583,-75.9638,4.3919,117.2711,-37.5492,175.2622,26.8,0.03,4.1121
1334333,27.5,101211.0938,-4373.8955,-0.7845,-9.4536,2.5105,-16.1818,-54.7273,-12.0408,-0.9459,0.0922,0.6113,-75.1278,4.5857,115.3135,-37.5492,175.2622,26.8,0.02,4.0992
1335334,27.5,101210.2656,-4373.8193,-0.6669,-9.2575,2.2751,-16.5455,-54.4545,-12.449,-1.7788,-1.664,0.7923,-76.1925,4.0015,117.4347,-37.5492,175.2622,26.8,0.01,4.0992
1336335,27.49,101208.2188,-4373.6318,-0.7453,-9.5713,2.5105,-16.5455,-54.0909,-11.6327,-2.5201,-1.9609,-3.0696,-75.3027,4.3074,117.1182,-37.5492,175.2622,26.8,0.03,4.0928
1337336,27.49,101206.7188,-4373.4941,-0.7061,-10.042,2.6674,-16.5455,-54.6364,-11.5306,-2.9919,-2.5933,0.7868,-75.1243,3.8876,117.5447,-37.5492,175.2622,26.8,0.03,4.1057
1338337,27.5,101207.2656,-4373.5444,-0.8238,-9.5321,2.2359,-16.6364,-54.6364,-12.2449,-3.8002,-3.7472,0.8135,-76.7989,4.8093,116.8523,-37.5492,175.2622,26.8,0.02,4.0992
1339338,27.49,101207.5547,-4373.5713,-0.863,-9.1398,1.9221,-16.3636,-54.4545,-12.8571,-4.5377,-4.8958,0.9103,-78.1237,5.2791,116.0626,-37.5492,175.2622,26.8,0.02,4.1121
1340339,27.5,101207.7656,-4373.5898,-0.7845,-9.4144,2.432,-16.5455,-54.5455,-12.3469,4.7716,4.0768,-2.2515,-75.5153,4.6129,116.0148,-37.5492,175.2622,26.8,0.02,4.1057
1341340,27.49,101209.0469,-4373.7075,-0.7845,-9.4536,2.3536,-16.2727,-54.2727,-11.4286,4.1007,3.1339,-2.2292,-76.0197,4.6041,116.7798,-37.5492,175.2622,26.8,0.01,4.0928
1342341,27.49,101210.2188,-4373.8145,-0.863,-9.5321,2.3144,-16.3636,-54.6364,-12.449,3.2516,2.6198,-1.695,-76.3528,5.0279,115.4738,-37.5492,175.2622,26.8,0.03,4.0992
1343342,27.5,101210.2656,-4373.8193,-0.7453,-9.6105,2.1967,-16.5455,-54.0909,-11.3265,2.5097,1.4577,1.7791,-77.125,4.3234,118.8326,-37.5492,175.2622,26.8,0.01,4.1057
1344343,27.5,101208.7656,-4373.6816,-0.9022,-9.5713,2.2751,-16.4545,-54.7273,-12.3469,1.7075,0.3845,1.8283,-76.6287,5.2398,115.5338,-37.5492,175.2622,26.8,0.01,4.1057
1345344,27.51,101212.1172,-4373.9883,-0.7453,-11.3757,3.4912,-16.2727,-54.5455,-12.2449,0.9606,-0.6533,1.835,-72.9389,3.584,115.4818,-37.5492,175.2622,26.8,0.05,4.1057
1346345,27.5,101211.4375,-4373.9263,-0.7453,-9.5321,2.432,-16.5455,-54.4545,-11.6327,0.1688,-1.7622,1.8975,-75.6867,4.3326,117.2325,-37.5492,175.2622,26.8,0.01,4.0992
1347346,27.51,101211.1172,-4373.9883,-0.8238,-9.5713,2.3144,-16.3636,-54.6364,-12.449,-0.6463,-2.952,1.9621,-76.4066,4.7819,115.9234,-37.5492,175.2622,26.8,0.02,4.0992
1348347,27.5,101205.5938,-4373.311,-0.9022,-9.5321,2.3536,-16.5455,-53.8182,-12.6531,-1.3375,-3.8648,2.0046,-76.1303,5.2502,115.4255,-37.5492,175.2622,26.8,0.03,4.0992
1349348,27.49,101209.0469,-4373.7075,-0.4707,-9.7282,1.8829,-16.4545,-54.4545,-12.449,-2.0151,-4.8292,2.0667,-79.0459,2.7198,121.8322,-37.5492,175.2622,26.8,0.04,4.0992
1350349,27.51,101208.9531,-4373.6992,-0.7845,-9.5321,2.2751,-16.4545,-54.3636,-11.1224,-2.8613,4.3947,2.0835,-76.5756,4.5771,117.8575,-37.5492,175.2622,26.8,0.01,4.0992
1351350,27.5,101207.9375,-4373.6055,-0.7845,-9.5321,2.2751,-16.4545,-54.3636,-12.449,-3.5639,3.5974,2.487,-76.5756,4.5771,116.6539,-37.5492,175.2622,26.8,0,4.1057
1352351,27.5,101209.6094,-4373.7583,-0.7845,-9.5321,2.3928,-16.3636,-54.2727,-12.6531,-4.1375,2.8741,3.1287,-75.9083,4.5641,115.8866,-37.5492,175.2622,26.8,0.02,4.1057
1353352,27.5,101211.4375,-4373.9263,-0.9414,-9.3752,2.589,-16.4545,-53.8182,-11.1224,-4.8888,1.7375,3.2216,-74.5625,5.5287,114.973,-37.5492,175.2622,26.8,0.02,4.1121
1354353,27.5,101208.6094,-4373.6675,-0.9022,-9.6105,2.432,-16.6364,-54.2727,-12.2449,4.4027,0.6115,3.3098,-75.7988,5.2001,115.6088,-37.5492,175.2622,26.8,0.01,4.0928
1355354,27.5,101207.6094,-4373.5757,-0.7845,-9.6105,2.3928,-16.3636,-54.7273,-12.3469,3.6266,0.201,3.3804,-76.0188,4.5292,116.1136,-37.5492,175.2622,26.8,0.03,4.0992
1356355,27.51,101210.8281,-4373.8706,-0.8238,-9.5321,2.3144,-16.7273,-54.0909,-11.4286,2.976,-0.65,3.724,-76.3528,4.8004,117.6328,-37.5492,175.2622,26.8,0.04,4.1057
1357356,27.51,101207.9531,-4373.6074,-0.8238,-9.5321,2.3144,-16.3636,-54.5455,-12.449,2.1854,-1.7031,3.7753,-76.3528,4.8004,115.8867,-37.5492,175.2622,26.8,0.04,4.1057
1358357,27.51,101207.7891,-4373.5923,-0.7845,-9.5713,2.3928,-16.6364,-54.6364,-12.3469,1.3833,-3.4396,0.8983,-75.9638,4.5466,116.574,-37.5492,175.2622,26.8,0.03,4.1121
1359358,27.51,101210.1719,-4373.811,-0.7453,-9.4536,2.5105,-16.2727,-54.5455,-11.3265,0.6296,-4.1123,4.3294,-75.1278,4.3574,116.5057,-37.5492,175.2622,26.8,0.03,4.0928
1360359,27.51,101210.9531,-4373.8823,-0.8238,-9.4928,2.3928,-16.3636,-54.5455,-12.449,-0.2605,-4.7046,-0.5489,-75.8524,4.8098,115.5174,-37.5492,175.2622,26.8,0.02,4.0992
1361360,27.51,101206.4531,-4373.4702,-0.7845,-9.3752,2.3928,-16.5455,-54.5455,-11.7347,-0.9928,4.2967,2.8471,-75.6821,4.6356,116.6109,-37.5492,175.2622,26.8,0.05,4.1121
1362361,27.5,101207.9375,-4373.6055,-0.7845,-9.4928,2.3928,-16.3636,-54.5455,-11.8367,-1.7158,4.2768,2.9502,-75.8524,4.5818,116.4032,-37.5492,175.2622,26.8,0.07,4.0928
1363362,27.52,101209.1797,-4373.7192,-0.6669,-9.4536,2.2359,-16.3636,-54.7273,-12.551,-2.4338,2.5417,-0.5339,-76.6932,3.9269,117.4278,-37.5492,175.2622,26.8,0.05,4.0992
1364363,27.52,101210.6797,-4373.8569,-0.8238,-9.5321,2.3144,-16.3636,-54.5455,-11.4286,-3.1887,1.3777,2.9399,-76.3528,4.8004,116.7718,-37.5492,175.2622,26.8,0.01,4.1057
1365364,27.51,101208.5,-4373.6572,0.3138,-10.1597,2.1967,-14.1818,-63,-19.3878,-1.4755,1.2721,3.5548,-77.7995,-1.7293,116.2488,-37.5492,175.2622,26.8,0.03,4.0992
1366365,27.51,101208.6172,-4373.6685,-0.4315,-6.0801,-5.3348,-1.3636,-51.6364,-41.8367,3.0519,4.977,-4.4737,-131.2643,3.0535,-50.1671,-37.5492,175.2622,26.8,0.11,4.1057
1367366,27.51,101206,-4373.4282,-1.2945,1.8437,-9.9636,-16.6364,2.3636,-49.2857,3.501,-2.671,3.2703,169.5166,7.2802,-147.1946,-37.5492,175.2622,26.8,0.01,4.0992
1368367,27.51,101205,-4373.3369,-1.4514,9.3359,-6.3155,-26.4545,26.4545,-26.3265,-2.5271,0.2149,-4.9243,124.0772,7.3374,-162.0499,-37.5492,175.2622,26.8,0.07,4.0992
1369368,27.52,101201.3438,-4373.002,-0.3138,7.0608,-1.726,-27.6364,35.1818,-3.5714,-4.3251,2.8402,3.5968,103.7363,2.4721,169.3994,-37.5492,175.2622,26.8,0.05,4.1057
